RACE,DATE,COND,DIST,SURF,FIN,ODDS,HORSE,JOCKEY,TRAINER,SIRE,BR-SIRE,LAST RACE,WATCH,NOTES,START_TIME,END_TIME
6,2016-09-05,MSW-F,8.5,T,4,9.7,China Rider,"Franco, Manuel","Cannizzo, David",Majestic Warrior,Smart Strike,BEL 2-6/12/16 2,,,2016-09-05 18:00:00,2016-09-05 18:01:50.500
6,2016-09-05,MSW-F,8.5,T,5,8.1,My Sweet Stella,"Santana, Ricardo","Lukas, D. Wayne",Eskendereya,Songandaprayer,SAR 10-8/7/16 6,,,2016-09-05 18:00:00,2016-09-05 18:01:50.500
6,2016-09-05,MSW-F,8.5,T,6,25.0,Hoponthebusgus,"Cancel, Eric","Martin, Carlos",Warrior's Reward,Johar,SAR 3-8/4/16 4,,,2016-09-05 18:00:00,2016-09-05 18:01:50.500
6,2016-09-05,MSW-F,8.5,T,7,12.1,Super Stacy,"Ortiz, Jose","Rice, Linda",Super Saver,Mineshaft,,,,2016-09-05 18:00:00,2016-09-05 18:01:50.500
6,2016-09-05,MSW-F,8.5,T,8,14.0,Fifteen Church,"Ortiz, Irad","Contessa, Gary",Harlan's Holiday,Mineshaft,SAR 5-7/27/16 9,,,2016-09-05 18:00:00,2016-09-05 18:01:50.500
6,2016-09-05,MSW-F,8.5,T,9,7.5,Slew of Money,"Alvarado, Junior","Mott, William",Lonhro (AUS),Seeking the Gold,,,,2016-09-05 18:00:00,2016-09-05 18:01:50.500
10,2016-09-05,GRD,7.0,D,1,2.1,Practical Joke,"Ortiz, Jose","Brown, Chad",Into Mischief,Distorted Humor,SAR 2-8/6/16 1,,,2016-09-05 22:00:00,2016-09-05 22:01:31.000
10,2016-09-05,GRD,7.0,D,2,15.1,Royal Copy,"Saez, Luis","Lukas, D. Wayne",Bodemeister,Meadowlake,SAR 3-8/13/16 1,,,2016-09-05 22:00:00,2016-09-05 22:01:31.000
10,2016-09-05,GRD,7.0,D,3,25.75,Pretty Boy Flash,"Velazquez, John","Asmussen, Steven",Gone Astray,Honour and Glory,SAR 3-8/13/16 2,,,2016-09-05 22:00:00,2016-09-05 22:01:31.000
10,2016-09-05,GRD,7.0,D,4,3.35,Bitumen,"Castellano, Javier","Kenneally, Eddie",Mineshaft,Tale of the Cat,SAR 3-7/23/16 1,,,2016-09-05 22:00:00,2016-09-05 22:01:31.000
10,2016-09-05,GRD,7.0,D,5,26.0,Everybodyluvsrudy,"Arroyo, Angel","Rodriguez, Rudy",Union Rags,A.P. Indy,BEL 2-7/1/16 2,,,2016-09-05 22:00:00,2016-09-05 22:01:31.000
10,2016-09-05,GRD,7.0,D,6,6.4,Runaway Lute,"Santana, Ricardo","Contessa, Gary",Midnight Lute,Waquoit,BEL 3-7/16/16 1,,,2016-09-05 22:00:00,2016-09-05 22:01:31.000
10,2016-09-05,GRD,7.0,D,---,1.65,Classic Empire,"Ortiz, Irad","Casse, Mark",Pioneerof the Nile,Cat Thief,CD 7-7/2/16 1,,Lost rider,2016-09-05 22:00:00,2016-09-05 22:01:31.000
